code,name,listing_date,issue_price,quote_rows,quote_source,d1_close_ret,max_20_ret,min_20_ret,max_60_ret,min_60_ret,max_180_ret,min_180_ret,quote_status,path_label
1021.HK,华沿机器人,2026-03-30,17.0,28,yahoo,0.08235291873707506,0.2058823529411764,0.0005882487577550943,0.43411759769215297,0.0005882487577550943,0.43411759769215297,0.0005882487577550943,ok,温和趋势
2526.HK,德适-B,2026-03-30,99.0,28,yahoo,1.1171717788233897,2.0303030303030303,1.0,2.414141414141414,1.0,2.414141414141414,1.0,ok,上市即强势
2726.HK,瀚天天成,2026-03-30,76.26,28,yahoo,0.3506425386834513,0.5643850387065013,0.2404930300828887,0.5643850387065013,0.2404930300828887,0.5643850387065013,0.2404930300828887,ok,上市即强势
6636.HK,极视角,2026-03-30,40.0,28,yahoo,1.5,1.6399999618530274,0.8,2.0600000381469727,0.8,2.0600000381469727,0.8,ok,上市即强势
2632.HK,泽景股份,2026-03-24,44.2,32,yahoo,-0.3692307882179502,0.31221719457013575,-0.3692307882179502,1.7149321266968323,-0.3692307882179502,1.7149321266968323,-0.3692307882179502,ok,深V反弹
2729.HK,凯乐士科技,2026-03-24,16.66,32,yahoo,0.8427371406326203,1.3937575671137594,0.7430972938491802,1.5150060939903307,0.7430972938491802,1.5150060939903307,0.7430972938491802,ok,上市即强势
2701.HK,国民技术,2026-03-23,10.8,33,yahoo,0.04166666666666652,0.2222222045615867,-0.014814783025670963,0.2222222045615867,-0.014814783025670963,0.2222222045615867,-0.014814783025670963,ok,温和趋势
3355.HK,飞速创新,2026-03-23,41.6,33,yahoo,0.1346154029552753,0.1346154029552753,-0.02307693774883568,0.30889424910912133,-0.02307693774883568,0.30889424910912133,-0.02307693774883568,ok,温和趋势
1989.HK,广合科技,2026-03-20,71.88,33,yahoo,0.16096267318088753,0.6833611574846967,0.16096267318088753,1.9883138988836646,0.16096267318088753,1.9883138988836646,0.16096267318088753,ok,温和趋势
7489.HK,岚图汽车,2026-03-19,,35,yahoo,0.0,0.0,-0.21966209752674615,0.06144387165389964,-0.21966209752674615,0.06144387165389964,-0.21966209752674615,ok,持续破发/弱势
3268.HK,美格智能,2026-03-10,28.86,42,yahoo,0.015245988810136835,0.024948022304436934,-0.21898818726516478,0.024948022304436934,-0.2508662217867845,0.024948022304436934,-0.2508662217867845,ok,持续破发/弱势
2649.HK,优乐赛共享,2026-03-09,11.0,42,yahoo,-0.43636365370316943,-0.43636365370316943,-0.6645454493435947,-0.43636365370316943,-0.6645454493435947,-0.43636365370316943,-0.6645454493435947,ok,持续破发/弱势
2692.HK,兆威机电,2026-03-09,71.28,43,yahoo,0.02413019079685741,0.29068462401795725,-0.08249156108475164,0.29068462401795725,-0.19823230182549234,0.29068462401795725,-0.19823230182549234,ok,升后回落/破发风险
2715.HK,埃斯顿,2026-03-09,15.36,43,yahoo,-0.16015627483526873,-0.08463538934787107,-0.254557304084301,-0.042968762417634254,-0.267578125,-0.022786443432172065,-0.267578125,ok,持续破发/弱势
2706.HK,海致科技集团,2026-02-13,27.06,56,yahoo,2.4220250729534776,4.694752627624377,1.8824833702882486,4.694752627624377,0.7294899939785864,4.694752627624377,0.7080562165817859,ok,上市即强势
9981.HK,沃尔核材,2026-02-13,20.09,56,yahoo,0.02936785988928725,0.10204078594566646,-0.06122445941505428,0.10204078594566646,-0.10403185664509706,0.10204078594566646,-0.21154802625246938,ok,观察/无明显路径
0470.HK,先导智能,2026-02-11,45.8,58,yahoo,-1.6658066592789567e-08,0.010917013909619078,-0.08296943231441045,0.04978169936800625,-0.16331878395580302,0.29694326475718147,-0.16331878395580302,ok,持续破发/弱势
0600.HK,爱芯元智,2026-02-10,28.2,59,yahoo,2.7054590567843206e-08,0.20212771368364923,-0.14468082130378013,0.20212771368364923,-0.34397163120567376,0.20212771368364923,-0.34397163120567376,ok,深V反弹
2720.HK,乐欣户外,2026-02-10,12.25,59,yahoo,1.0228571989098372,2.1020408163265305,1.0228571989098372,2.1020408163265305,0.9608163638990752,2.1020408163265305,0.9608163638990752,ok,上市即强势
6809.HK,澜起科技,2026-02-09,106.89,60,yahoo,0.6371971185330714,0.9833473664514922,0.6156796421390418,0.9833473664514922,0.44073346430910276,2.916175564632011,0.44073346430910276,ok,上市即强势
2677.HK,卓正医疗,2026-02-06,59.9,61,yahoo,0.13355595201801185,0.13355595201801185,-0.06677793779834884,0.13355595201801185,-0.41702841120291634,0.13355595201801185,-0.5412353999626656,ok,观察/无明显路径
2714.HK,牧原股份,2026-02-06,39.0,61,yahoo,0.03897437071188903,0.03897437071188903,0.0,0.21538465450971556,-0.030256418081430314,0.21538465450971556,-0.030256418081430314,ok,温和趋势
3200.HK,大族数控,2026-02-06,95.8,61,yahoo,0.14822546972860118,0.3423800219573656,0.14822546972860118,0.3423800219573656,0.022964509394572064,0.553235939997472,0.022964509394572064,ok,温和趋势
2768.HK,国恩科技,2026-02-04,36.0,63,yahoo,0.11555555131700301,0.43888886769612623,0.11555555131700301,0.5555555555555556,0.11555555131700301,0.5555555555555556,0.11555555131700301,ok,温和趋势
9980.HK,东鹏饮料,2026-02-03,248.0,64,yahoo,-0.21898263500582782,-0.1445409713252901,-0.2245657520909463,-0.1445409713252901,-0.3740694599766885,-0.1445409713252901,-0.3827543566303868,ok,持续破发/弱势
1768.HK,鸣鸣很忙,2026-01-28,236.6,68,yahoo,0.6906170752324599,0.7751479289940828,0.6043956301923739,0.8808114961961115,0.5765004226542689,0.9678783013673526,0.48858838633571966,ok,上市即强势
9611.HK,龙旗科技,2026-01-22,31.0,72,yahoo,0.03548382174584175,0.03548382174584175,-0.09354837479129918,0.03548382174584175,-0.2999999753890499,0.03548382174584175,-0.32967739720498357,ok,持续破发/弱势
1641.HK,红星冷链,2026-01-13,12.26,79,yahoo,0.003262658298112786,0.050570971814104304,-0.29690049873090685,0.050570971814104304,-0.41353996270632476,0.050570971814104304,-0.46982055464926586,ok,持续破发/弱势
3986.HK,兆易创新,2026-01-13,162.0,79,yahoo,0.3753086608133198,1.1246914333767362,0.3753086608133198,1.6679013099199462,0.3753086608133198,2.29320987654321,0.3753086608133198,ok,上市即强势
8610.HK,BBSB INTL,2026-01-13,0.6,79,yahoo,0.11666669448216771,0.18333329757054662,0.03333334128061938,0.18333329757054662,0.01666669050852465,0.18333329757054662,-0.11666671435038245,ok,观察/无明显路径
0501.HK,豪威集团,2026-01-12,104.8,1,yahoo,-0.12261453293662017,,,,,-0.12261453293662017,-0.12261453293662017,partial,观察/无明显路径
0100.HK,MINIMAX-W,2026-01-09,165.0,1,yahoo,3.1848484848484846,,,,,3.1848484848484846,3.1848484848484846,partial,温和趋势
3636.HK,金浔资源,2026-01-09,30.0,81,yahoo,0.25999997456868496,0.6766666412353515,0.22333335876464844,0.6766666412353515,0.03599999745686833,0.6766666412353515,-0.3133333206176758,ok,上市即强势
6938.HK,瑞博生物-B,2026-01-09,57.97,81,yahoo,0.4162497580493547,0.4973262558522997,0.25927203726065207,0.4973262558522997,-0.00034499287666978073,0.4973262558522997,-0.08659650227808424,ok,上市即强势
2513.HK,智谱,2026-01-08,116.2,82,yahoo,0.13166953528399317,1.1514629948364887,0.13166953528399317,5.239242685025817,0.13166953528399317,7.846815834767641,0.13166953528399317,ok,温和趋势
2675.HK,精锋医疗-B,2026-01-08,43.24,82,yahoo,0.3089731376993776,0.6408417425587924,0.2950971322849214,0.6408417425587924,0.2950971322849214,0.6408417425587924,0.18640146246671008,ok,上市即强势
9903.HK,天数智芯,2026-01-08,144.6,82,yahoo,0.08437069883649939,0.4868603042876902,0.08437069883649939,1.1438450899031811,0.08437069883649939,3.1286307053941913,0.08437069883649939,ok,温和趋势
6082.HK,壁仞科技,2026-01-02,19.6,86,yahoo,0.7581632185955436,1.0806121826171875,0.5816326530612244,1.0836734771728516,0.5816326530612244,1.987244859033701,0.43367348885049606,ok,上市即强势
2657.HK,林清轩,2025-12-30,77.77,88,yahoo,0.09296643950109296,0.20097726020160622,0.01067247620060563,0.20097726020160622,-0.11855467337330827,0.20097726020160622,-0.35386395782435387,ok,温和趋势
2671.HK,美联股份,2025-12-30,7.1,88,yahoo,0.07605631922332345,0.1985915815326531,-0.14647888129865616,0.1985915815326531,-0.49859155735499416,0.1985915815326531,-0.49859155735499416,ok,观察/无明显路径
3317.HK,迅策,2025-12-30,48.0,88,yahoo,0.01041666666666674,0.4343749682108562,-0.002083301544189453,0.90625,-0.002083301544189453,6.466666539510091,-0.002083301544189453,ok,温和趋势
3696.HK,英矽智能,2025-12-30,24.05,88,yahoo,0.24656962753581402,1.4095634412864637,0.24656962753581402,2.195426131980087,0.24656962753581402,2.195426131980087,0.24656962753581402,ok,温和趋势
6600.HK,卧安机器人,2025-12-30,73.8,88,yahoo,0.0006774860992018183,0.5636856575322347,0.0006774860992018183,1.672086679515477,0.0006774860992018183,1.672086679515477,0.0006774860992018183,ok,温和趋势
6651.HK,五一视界,2025-12-30,30.5,88,yahoo,0.2990163584224512,1.360655737704918,0.24262300084848865,2.124590263992059,0.24262300084848865,2.124590263992059,0.18819677634317378,ok,上市即强势
2635.HK,诺比侃,2025-12-23,80.0,91,yahoo,-0.5362500190734865,-0.4602499961853027,-0.5800000190734863,-0.30000000000000004,-0.5800000190734863,-0.14375000000000004,-0.7892499923706054,ok,持续破发/弱势
2661.HK,轻松健康,2025-12-23,22.68,91,yahoo,1.5881834551560607,2.8910934744268078,1.5881834551560607,3.889770790382668,1.5881834551560607,6.094355991908483,0.7054673855897611,ok,上市即强势
3378.HK,翰思艾泰-B,2025-12-23,32.0,91,yahoo,-0.4624999761581421,-0.46156251430511475,-0.5453124940395355,-0.3999999761581421,-0.5453124940395355,0.00625002384185791,-0.5453124940395355,ok,持续破发/弱势
2396.HK,华芢生物-B,2025-12-22,38.2,92,yahoo,-0.293193717277487,-0.293193717277487,-0.6910994714467313,-0.293193717277487,-0.7678010501162544,-0.293193717277487,-0.8489528800804578,ok,持续破发/弱势
2581.HK,明基医院,2025-12-22,9.34,92,yahoo,-0.4946467034056049,-0.4946467034056049,-0.5663811358956249,-0.4946467034056049,-0.6124197124669077,-0.4946467034056049,-0.6638115519374546,ok,持续破发/弱势
2691.HK,南华期货股份,2025-12-22,12.0,92,yahoo,-0.2416666348775226,-0.03333330154418934,-0.2416666348775226,0.024166663487752205,-0.2416666348775226,0.024166663487752205,-0.2416666348775226,ok,持续破发/弱势
2695.HK,印象大红袍,2025-12-22,3.6,92,yahoo,-0.3527777989705404,-0.3249999814563328,-0.4444444444444444,-0.3249999814563328,-0.5138888888888888,-0.3249999814563328,-0.5694444576899211,ok,持续破发/弱势
2546.HK,智汇矿业,2025-12-19,4.51,93,yahoo,0.9068736987737753,1.2394679338070351,0.7760532658274581,3.1441242869307358,0.7760532658274581,3.4567628340287646,0.7760532658274581,ok,上市即强势
3881.HK,希迪智驾,2025-12-19,263.0,93,yahoo,-0.9136882100268462,-0.9042585539727157,-0.9152091283761956,-0.900760454823309,-0.9209125504294275,-0.8710266229317669,-0.9209125504294275,ok,持续破发/弱势
3887.HK,HASHKEY HLDGS,2025-12-17,6.68,95,yahoo,-0.0014969945667746565,-0.0014969945667746565,-0.17664670658682635,0.16017964071856294,-0.17664670658682635,0.16017964071856294,-0.40419161391115477,ok,观察/无明显路径
2655.HK,果下科技,2025-12-16,20.1,96,yahoo,1.1791044396547532,1.1791044396547532,0.7960198245831385,2.223880748843672,0.7960198245831385,2.2761193270707007,0.2985074816651605,ok,上市即强势
7618.HK,京东工业,2025-12-11,14.1,99,yahoo,2.705459078988781e-08,2.705459078988781e-08,-0.04255319148936165,0.008510657236085795,-0.15886527257608185,0.06808513614302836,-0.24184400139125528,ok,持续破发/弱势
2659.HK,宝济药业-B,2025-12-10,26.38,100,yahoo,1.388172858225929,2.0534496987019644,1.388172858225929,3.20773313115997,1.388172858225929,6.577710155287506,-0.05989388790521044,ok,上市即强势
2665.HK,图达通,2025-12-10,10.0,100,yahoo,0.3300000190734864,0.7,0.0,0.7,-0.03299999237060569,0.7,-0.278000020980835,ok,上市即强势
2676.HK,纳芯微,2025-12-08,116.0,102,yahoo,-0.0431034482758621,0.006896578032394851,-0.05000002630825684,0.3508620426572602,-0.05000002630825684,0.6922414056186019,-0.05000002630825684,ok,温和趋势
2687.HK,卓越睿新,2025-12-08,67.5,102,yahoo,0.872592615198206,1.5762962058738426,0.872592615198206,1.597037082248264,0.872592615198206,1.597037082248264,0.8518518518518519,ok,上市即强势
2408.HK,遇见小面,2025-12-05,7.04,103,yahoo,-0.27840910174629907,-0.27840910174629907,-0.38352270559831103,-0.27840910174629907,-0.3977273052388971,-0.15340908549048682,-0.4176136499101465,ok,持续破发/弱势
2658.HK,天域半导体,2025-12-05,58.0,103,yahoo,-0.3017241379310345,-0.10172416423929165,-0.3017241379310345,-0.018103435121733513,-0.3017241379310345,0.006034456450363601,-0.3017241379310345,ok,持续破发/弱势
2539.HK,乐摩科技,2025-12-03,40.0,105,yahoo,0.36250000000000004,1.1200000762939455,0.10000000000000009,1.1200000762939455,-0.1875,1.1200000762939455,-0.6214999914169311,ok,上市即强势
2693.HK,金岩高岭新材,2025-12-03,7.3,105,yahoo,0.021917813444790823,0.021917813444790823,-0.312328769736094,0.021917813444790823,-0.4109588779815255,0.021917813444790823,-0.4794520613265364,ok,持续破发/弱势
9609.HK,海伟股份,2025-11-28,14.28,108,yahoo,-0.22969187675070024,-0.18347340004116874,-0.2738095318235937,-0.14845939443892786,-0.41876749364601795,-0.14845939443892786,-0.6078431439332935,ok,持续破发/弱势
2685.HK,量化派,2025-11-27,9.8,109,yahoo,0.8877551020408161,1.9081632653061225,0.7704082021907883,2.959183595618423,0.7704082021907883,2.959183595618423,0.7030612789854711,ok,上市即强势
2788.HK,创新实业,2025-11-24,10.99,112,yahoo,0.32757053253756974,0.7970882620564148,0.23020932281744044,1.4822566593853965,0.23020932281744044,1.9590537268210801,0.23020932281744044,ok,上市即强势
2579.HK,中伟新材,2025-11-17,34.0,117,yahoo,-0.0011764975155100776,-0.0011764975155100776,-0.20294116525089034,0.12705881455365353,-0.22647061067468977,0.3470588010900162,-0.22647061067468977,ok,观察/无明显路径
2698.HK,乐舒适,2025-11-10,26.2,120,yahoo,0.2595419847328244,0.28015270669951686,0.10305342055459077,0.28015270669951686,0.10305342055459077,0.3221373812842916,0.029007598643994603,ok,温和趋势
0800.HK,文远知行-W,2025-11-06,27.1,119,yahoo,-0.0996310103863367,-0.0996310103863367,-0.31808119770345655,-0.0878229035662551,-0.31808119770345655,-0.04797050785754442,-0.4047970789385018,ok,持续破发/弱势
2026.HK,小马智行-W,2025-11-06,139.0,119,yahoo,-0.09280576637322957,-0.09280576637322957,-0.3733813059415748,-0.0733812730089366,-0.3733813059415748,-0.017985611510791366,-0.519064759178985,ok,持续破发/弱势
2630.HK,旺山旺水-B,2025-11-06,33.37,119,yahoo,1.457296973329338,1.457296973329338,0.5837578206209497,1.5352112218795653,0.5837578206209497,2.9256817500749177,0.5837578206209497,ok,上市即强势
9927.HK,赛力斯,2025-11-05,131.5,119,yahoo,0.0,0.0,-0.16730038022813687,0.0,-0.20152091254752846,0.0,-0.426996209322273,ok,持续破发/弱势
2718.HK,明略科技-W,2025-11-03,141.0,120,yahoo,1.0609929510887635,1.0609929510887635,0.22836877268256872,1.0609929510887635,0.22836877268256872,1.0609929510887635,0.22836877268256872,ok,上市即强势
1384.HK,滴普科技,2025-10-28,26.66,119,yahoo,1.5056265210711857,3.264816089581478,1.5056265210711857,3.264816089581478,1.3818454613653413,3.426106526631658,0.08552140037725486,ok,上市即强势
6031.HK,三一重工,2025-10-28,21.3,119,yahoo,0.028168996175130356,0.15305161811936063,0.028168996175130356,0.15305161811936063,-0.03098594414796052,0.26009390387736575,-0.04694839262626549,ok,温和趋势
6166.HK,剑桥科技,2025-10-28,68.88,119,yahoo,0.3385597698641436,0.3385597698641436,0.1120789557799231,0.3421892704448637,0.0910278967171736,1.2096399092369658,-0.07012190691408515,ok,升后回落/破发风险
6980.HK,八马茶业,2025-10-28,50.0,119,yahoo,0.866999969482422,0.9230000305175781,0.03599998474121091,0.9230000305175781,-0.3551999664306641,0.9230000305175781,-0.5591999816894531,ok,上市即强势
6687.HK,聚水潭,2025-10-21,30.6,119,yahoo,0.23856214136859166,0.23856214136859166,0.08496734519409976,0.23856214136859166,-0.17777778276431022,0.23856214136859166,-0.45065361222410516,ok,温和趋势
2637.HK,海西新药,2025-10-20,86.4,119,yahoo,0.20601848319724758,0.4212963316175671,0.17476851851851838,0.6689814461602104,0.17476851851851838,1.384259259259259,0.17476851851851838,ok,温和趋势
2670.HK,云迹,2025-10-16,95.6,119,yahoo,0.2604602510460252,0.3608787249321719,0.08054396497654603,0.9801255549347052,0.0711297230740473,1.5627615062761508,0.0711297230740473,ok,上市即强势
2575.HK,轩竹生物-B,2025-10-15,11.6,119,yahoo,1.2672413135397025,4.719827454665611,1.2672413135397025,6.150861805882948,1.2672413135397025,6.150861805882948,1.2672413135397025,ok,上市即强势
2650.HK,挚达科技,2025-10-10,66.92,119,yahoo,-0.4157202858021356,-0.4157202858021356,-0.472803365521565,-0.19067543563341138,-0.4859533543652286,-0.02809323198554481,-0.6132695881535176,ok,持续破发/弱势
8549.HK,金叶国际集团,2025-10-10,0.5,119,yahoo,3.300000190734864,3.300000190734864,-0.02999997138977062,3.300000190734864,-0.25999999046325684,3.300000190734864,-0.585999995470047,ok,上市即强势
2652.HK,长风药业,2025-10-08,14.75,120,yahoo,1.6101694915254239,1.6101694915254239,0.8752542269431938,1.6101694915254239,0.8752542269431938,1.6440677966101696,0.5023728710109905,ok,上市即强势
2259.HK,紫金黄金国际,2025-09-30,71.59,120,yahoo,0.6845927989121539,1.0645341954429082,0.6845927989121539,1.0645341954429082,0.6845927989121539,2.536806773966227,0.6845927989121539,ok,上市即强势
2583.HK,西普尼,2025-09-30,29.6,120,yahoo,2.5810810810810807,5.128378172178527,2.5810810810810807,5.5540540540540535,2.5810810810810807,5.706081081081081,2.5810810810810807,ok,上市即强势
2889.HK,博泰车联,2025-09-30,102.23,120,yahoo,0.5357527144673775,1.1031008510222047,0.5083634642300907,1.1031008510222047,0.5083634642300907,1.7584857673872638,-0.021813557664090766,ok,上市即强势
9973.HK,奇瑞汽车,2025-09-25,30.75,120,yahoo,0.0380487829689089,0.06666664185562765,-0.00032521069534430236,0.07642271460556405,-0.021788620367282907,0.07642271460556405,-0.2130081052702617,ok,观察/无明显路径
6090.HK,不同集团,2025-09-23,71.2,120,yahoo,0.4396067415730336,0.6193820653336768,0.3904494382022472,0.6193820653336768,0.308988721183177,0.94662929920668,-0.06882018185733418,ok,上市即强势
2595.HK,劲方医药-B,2025-09-19,20.39,119,yahoo,1.0647375416439964,1.0647375416439964,0.7753801256959025,1.0647375416439964,0.27513487003433057,1.0647375416439964,0.029916625796959195,ok,上市即强势
2656.HK,健康160,2025-09-17,11.89,120,yahoo,1.3734229868254406,2.4146340180085017,1.3095037076932425,3.178301119022353,1.3095037076932425,10.816652649285112,1.3095037076932425,ok,上市即强势
2525.HK,禾赛-W,2025-09-16,212.8,120,yahoo,0.09962406015037595,0.09962406015037595,0.014097758701869356,0.09962406015037595,-0.2720864948473479,0.09962406015037595,-0.44031955604266404,ok,观察/无明显路径
2543.HK,大行科工,2025-09-09,49.5,120,yahoo,0.1494949803207859,0.2999999691741635,0.018181849007654627,0.2999999691741635,-0.10060605135830969,0.2999999691741635,-0.4068686745383523,ok,升后回落/破发风险
2580.HK,奥克斯电气,2025-09-02,17.42,120,yahoo,-0.053960990686778065,-0.053960990686778065,-0.18484501668971665,-0.053960990686778065,-0.23076925266760795,-0.053960990686778065,-0.32778415395252747,ok,持续破发/弱势
3858.HK,佳鑫国际资源,2025-08-28,10.92,120,yahoo,1.7783882923615284,2.097069569123097,1.60989010989011,2.5714285714285716,1.4633699284368387,7.864469143933864,1.4633699284368387,ok,上市即强势
6960.HK,双登股份,2025-08-26,14.51,120,yahoo,0.31288761109996877,0.5051688595856576,0.20055134915878337,0.7863542437142623,0.1991729578587369,0.7863542437142623,-0.05720190867155206,ok,上市即强势
2631.HK,天岳先进,2025-08-20,42.8,123,yahoo,0.06401871297961081,0.16308408362843196,-0.018224288370007558,0.4953271028037385,-0.018224288370007558,0.6296728971962617,-0.018224288370007558,ok,温和趋势
2591.HK,银诺医药-B,2025-08-15,18.68,123,yahoo,2.064775160599572,2.064775160599572,1.185224823063395,2.064775160599572,0.7826552054100935,2.064775160599572,0.3822269643910181,ok,上市即强势
2627.HK,中慧生物-B,2025-08-11,12.9,124,yahoo,1.5798448666121607,3.1472868217054266,1.5798448666121607,3.1472868217054266,1.5798448666121607,3.1472868217054266,1.5798448666121607,ok,上市即强势
6887.HK,东阳光药,2025-08-07,,123,yahoo,0.0,0.0,-0.19399002421664002,0.0,-0.19399002421664002,0.0,-0.3155258938969049,ok,持续破发/弱势
9887.HK,维立志博-B,2025-07-25,35.0,123,yahoo,0.9171428135463169,1.2228572300502232,0.8828571864536829,1.2228572300502232,0.6971429007393972,1.2571428571428571,0.38285718645368294,ok,上市即强势
1304.HK,FORTIOR,2025-07-09,120.5,123,yahoo,0.16016600042952533,0.3999999746742091,0.09377595893574941,0.5394190871369295,0.09377595893574941,0.7443983149231717,-0.011618269924306257,ok,温和趋势
2590.HK,极智嘉-W,2025-07-09,16.8,123,yahoo,0.05357147398449125,0.1880951835995628,0.03452375956944054,0.39761902037121,0.0011904580252510844,0.9250000090826125,0.0011904580252510844,ok,温和趋势
2597.HK,讯众通信,2025-07-09,13.55,123,yahoo,0.002214016509672012,0.09963096815721562,-0.036162330655594155,0.09963096815721562,-0.047232483585822216,0.5675276583851043,-0.047232483585822216,ok,温和趋势
2651.HK,大众口腔,2025-07-09,20.0,123,yahoo,0.03500003814697261,0.03500003814697261,-0.21100001335144047,0.03500003814697261,-0.2994999885559082,0.03500003814697261,-0.49000000953674316,ok,持续破发/弱势
6613.HK,蓝思科技,2025-07-09,18.18,123,yahoo,0.09130913930626461,0.16336631565073034,0.02420246640447732,0.5390538802110192,0.02420246640447732,0.8437844036173636,0.02420246640447732,ok,温和趋势
1828.HK,富卫集团,2025-07-07,38.0,124,yahoo,0.01052635594418172,0.014473664133172193,0.0,0.16315791481419617,-0.004736850136204729,0.30999996787623374,-0.00526317797209086,ok,温和趋势
2648.HK,安井食品,2025-07-04,60.0,124,yahoo,-0.050000000000000044,0.0008333206176758257,-0.050000000000000044,0.03916664123535152,-0.050000000000000044,0.2724999745686849,-0.050000000000000044,ok,温和趋势
2592.HK,拨康视云-B,2025-07-03,10.1,124,yahoo,-0.386138632746026,-0.386138632746026,-0.45148515229177943,-0.386138632746026,-0.500990102786829,-0.05841581892259051,-0.594059415382914,ok,持续破发/弱势
3880.HK,泰德医药,2025-06-30,30.6,124,yahoo,0.006535922779756342,0.2075163648019429,0.0016339744617737129,0.3281045552172692,0.0016339744617737129,0.3281045552172692,-0.09803920321994364,ok,温和趋势
6603.HK,IFBH,2025-06-30,27.8,124,yahoo,0.42086330935251803,0.7104316272323938,0.2787769509734008,0.7104316272323938,0.15107913669064743,0.7104316272323938,-0.4787769866504258,ok,上市即强势
9678.HK,云知声,2025-06-30,205.0,124,yahoo,0.44585362876333834,1.7097560975609758,0.3951219512195121,3.175609756097561,0.3951219512195121,3.175609756097561,0.3951219512195121,ok,上市即强势
2508.HK,圣贝拉集团,2025-06-26,6.58,125,yahoo,0.33738604722414345,0.33738604722414345,-0.051671767307269856,0.33738604722414345,-0.051671767307269856,0.33738604722414345,-0.3981762859959008,ok,升后回落/破发风险
6168.HK,周六福,2025-06-26,24.0,125,yahoo,0.25,1.018750031789144,0.25,1.018750031789144,0.25,1.262499968210856,0.1999999682108562,ok,上市即强势
6883.HK,颖通控股,2025-06-26,2.88,125,yahoo,-0.16666663355297495,-0.16666663355297495,-0.2951388988229964,-0.16666663355297495,-0.2951388988229964,-0.16666663355297495,-0.3194444311989677,ok,持续破发/弱势
2619.HK,香江电器,2025-06-25,2.86,21,yahoo,-0.3881118881118881,,,,,-0.20279721280077956,-0.4020978887597997,ok,观察/无明显路径
2643.HK,曹操出行,2025-06-25,41.94,125,yahoo,-0.14163090128755362,-0.11301857980592622,-0.17262754499429056,0.8431092763890753,-0.17262754499429056,0.9909394372913687,-0.30948976908744263,ok,深V反弹
2050.HK,三花智控,2025-06-23,22.53,126,yahoo,-0.0013315579227697327,0.169551725764302,-0.0013315579227697327,0.33599646611050704,-0.0013315579227697327,1.0266311516827389,-0.0013315579227697327,ok,温和趋势
2609.HK,佰泽医疗,2025-06-23,4.22,126,yahoo,0.4218009478672986,0.5331753057326187,0.3886256240555461,0.7251185331299408,0.3886256240555461,2.1066349897339447,0.014218059196291488,ok,上市即强势
2617.HK,药捷安康-B,2025-06-23,13.15,126,yahoo,0.7870722433460076,1.581749107447867,0.7870722433460076,3.167300322209927,0.7870722433460076,30.55893536121673,0.7870722433460076,ok,上市即强势
