code,latest_quote_date,latest_close,ma5,ma10,ma20,ma60,ma120,rsi14,macd_dif,macd_dea,macd_hist,boll_upper,boll_mid,boll_lower,kdj_k,kdj_d,kdj_j,kdj_signal,boll_signal,obv,obv_signal,mfi14,atr14,ret_20d,ret_60d,vol_ratio_20d,drawdown_from_listing_high,technical_score,technical_state,buy_trigger,sell_trigger,quote_rows_for_ta
6687.HK,2026-04-17,19.200000762939453,19.272000122070313,19.59099998474121,19.471000003814698,22.00466661453247,26.22638663925043,46.3611315386565,-0.5275428031881972,-0.6415401676962178,0.22799472901604112,21.554740526198735,19.471000003814698,17.38725948143066,42.285166078940534,39.34344385551728,48.168610525787045,中性,BOLL中轨下方,8062829.0,OBV资金确认,59.78304996343937,1.9764287131173288,-0.1519434063360372,-0.3068591973243686,,-0.49340369419697006,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,119
6693.HK,2025-09-05,28.280000686645508,27.972000122070312,26.47000026702881,25.67400026321411,26.005833371480307,24.87308337688446,63.18638250527378,0.6948076207421892,0.29195534981501015,0.805704541854358,28.647457468779518,25.67400026321411,22.700543057648705,68.6809649249582,65.49843187691457,75.04603102104548,中性,BOLL中轨上方,125415850.0,OBV资金确认,73.85238827646192,1.307142802647182,0.053651286358833206,-0.021453250521402567,,-0.12310075390246489,66,趋势转强,连续2日站上20日线且成交额≥20日均值1.3倍,跌破关键均线或放量破位,124
6809.HK,2026-05-12,413.0,377.2800048828125,321.35999908447263,270.35,212.2833330790202,212.2833330790202,86.12043138047385,50.5199829728806,33.07249912567498,34.894967694411235,410.01636596315177,270.35,130.68363403684825,83.44339621061573,84.81944708239283,80.69129446706154,KDJ高位死叉,BOLL上轨突破,48751421.0,OBV资金确认,80.3357753531144,36.55714307512556,0.9389671361502347,,,-0.01337794080712651,57,趋势延续,回踩20日线缩量企稳，或放量突破20日高点,放量跌破20日线，或从高点回撤≥15%,60
6810.HK,2026-05-12,76.75,76.35,,,,,,-2.319797365056118,-1.4354524895003504,-1.7686897511115354,,,,13.838639914451743,10.744561217000431,20.026797309354365,KDJ低位观察,中性,-1744390.0,OBV未确认,10.964710769163446,7.87222205268012,,,,-0.09492927785444161,50,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,9
6831.HK,2025-11-12,6.230000019073486,6.141999912261963,6.075999975204468,6.219999957084656,6.7836666663487755,7.073333326975504,47.58209162879792,-0.14338583162541774,-0.1845484858335738,0.08232530841631214,6.7175306310268335,6.219999957084656,5.722469283142478,69.99867045685048,55.76308824144125,98.46983488766892,中性,BOLL中轨上方,26798174.0,OBV资金确认,50.16186865810835,0.2228571687425886,-0.028081097133144883,-0.16487935828201583,,-0.3372340136278035,31,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,125
6883.HK,2025-12-23,2.119999885559082,2.140000057220459,2.146000051498413,2.1390000224113463,2.105333324273427,2.113416655858358,48.64732938730884,0.01058502175569398,0.013592591481541743,-0.006015139451695527,2.209157860724259,2.1390000224113463,2.068842184098434,40.63011315840604,49.419602195718625,23.051135083780878,中性,BOLL中轨下方,56883750.0,OBV未确认,67.08418273669008,0.07071437154497413,0.0047393322087359024,0.03921564960882962,,-0.11666674945089239,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,125
6887.HK,2026-02-03,41.0,43.06399993896484,44.41399993896484,43.748000144958496,44.85850003560384,47.4625,39.06014735205275,-0.33747439342223373,-0.051793401675191454,-0.5713619834940845,47.12981850828623,43.748000144958496,40.366181781630765,24.630881479148158,40.01555939472542,-6.138474352006369,中性,BOLL中轨下方,-8767852.0,OBV未确认,57.69820000234504,1.8642861502511165,-0.06307126205201607,-0.13392480211560176,,-0.3155258938969049,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,123
6936.HK,2025-05-26,38.900001525878906,39.79000015258789,39.14999999999999,39.04749984741211,38.110833168029785,36.13177958989547,51.7729288289212,0.5484362132741296,0.5497948722430199,-0.002717317937780628,40.63908135780829,39.04749984741211,37.45591833701594,54.61896945253627,56.04215088488077,51.772606587847264,中性,BOLL中轨下方,40325721.0,OBV未确认,46.85113399423995,1.0214296068464017,0.025032957676965006,0.022339088196103418,,-0.03950613516348378,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,118
6938.HK,2026-05-12,57.34999847412109,60.10999984741211,60.570000076293944,63.20999984741211,63.107499758402504,66.07592599185897,35.68647512856202,-1.106031963317065,-0.5705919795184399,-1.0708799675972502,70.0326862856967,63.20999984741211,56.387313409127515,31.774440546274576,33.964937415200325,27.39344680842308,中性,BOLL中轨下方,-3637356.0,OBV资金确认,48.41119223342728,3.8821422031947557,-0.1459419632028005,-0.17243873090036765,,-0.3392857550946863,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,81
6959.HK,2024-07-05,28.600000381469727,43.15999984741211,52.74500045776367,69.19000015258788,55.33833363850911,35.299083491166435,36.110288130348515,-6.850764230058459,-0.6715940614988744,-12.35834033711917,116.93259466702094,69.19000015258788,21.44740563815484,18.855361880542752,31.115511910009985,-5.664938178391715,中性,BOLL中轨下方,2358420.0,OBV未确认,24.813189602405345,17.671428544180735,-0.6751845611560288,-0.15634220961209144,,-0.7276190439860026,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,120
6960.HK,2026-02-20,14.279999732971191,14.068000030517577,14.028999996185302,14.789000034332275,15.593000030517578,17.82658330599467,43.56309653764427,-0.5754489042157562,-0.540378356732143,-0.07014109496722654,16.634459905233253,14.789000034332275,12.943540163431297,39.84046240025626,30.953371776587396,57.61464364759398,中性,BOLL中轨下方,-6030664.0,OBV未确认,33.275499226584415,0.7078572000776014,-0.12713941318952515,-0.2066666815016005,,-0.44907408599772836,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,120
6980.HK,2026-04-24,29.399999618530277,28.76799964904785,28.07599983215332,26.03699998855591,27.347333335876463,37.05344530313957,59.19892415459028,0.7278236924020582,0.16728669400610197,1.1210739967919126,30.908696973804574,26.03699998855591,21.165303003307244,77.2288081601411,76.29937865786489,79.0876671646935,中性,BOLL中轨上方,-4275475.0,OBV资金确认,69.72997544758604,2.202857289995466,0.17788464330592446,-0.048543689919674726,,-0.6942277779307447,58,趋势转强,连续2日站上20日线且成交额≥20日均值1.3倍,跌破关键均线或放量破位,119
7489.HK,2026-05-12,5.900000095367432,5.851999950408936,5.955000019073486,6.288500022888184,6.033142852783203,6.033142852783203,42.141799455446694,-0.09141478589526297,-0.039847351816125566,-0.10313486815827481,7.077484063655941,6.288500022888184,5.4995159821204265,30.176204718415633,24.55507352396106,41.41846710732478,中性,BOLL中轨下方,-62132248.0,OBV未确认,32.82811387024678,0.27857143538338797,-0.02960523529561243,,,-0.14616494563642235,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,35
7618.HK,2026-05-12,14.399999618530272,14.181999778747558,14.359999752044677,14.565499877929687,13.118499946594238,13.247171690969756,55.098041607928536,0.2367741407193602,0.3538530952172964,-0.2341579089958724,15.299271270470417,14.565499877929687,13.831728485388957,26.492565394646967,29.56096356106942,20.355769061802064,KDJ低位观察,BOLL中轨下方,24365941.0,OBV资金确认,55.403270197013356,0.5757141113281248,0.1745513335804898,0.21416526436600614,,-0.04382475316712009,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,99
8529.HK,2024-11-29,0.1749999970197677,0.17560000121593472,0.17440000027418132,0.17964999899268147,0.18534999986489611,0.22704999968409537,43.9940221319725,-0.005328941261331849,-0.005610209937759171,0.0005625373528546449,0.1941924935699594,0.17964999899268147,0.16510750441540353,52.78343066002988,43.71276394565251,70.92476408878463,中性,BOLL中轨下方,-51835000.0,OBV未确认,6.700612448951645,0.005500000502382018,-0.08376964739561654,0.1290322301539122,,-0.6698113085536945,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,124
8549.HK,2026-04-08,0.2150000035762787,0.21459999978542324,0.2147999987006187,0.22704999819397922,0.2707999981939792,0.3856134450986606,37.615215816966554,-0.013781078318191253,-0.014916528631674518,0.00227090062696653,0.25367388848885314,0.22704999819397922,0.2004261078991053,25.731520684787967,26.025795092597388,25.142971869169124,KDJ低位观察,BOLL中轨下方,-149705600.0,OBV未确认,58.45738396195401,0.014928572944232412,-0.13306448754004518,-0.41095890970206816,,-0.900000002772309,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,119
8610.HK,2026-05-12,0.5799999833106995,0.5839999914169312,0.5849999904632568,0.5744999915361404,0.6033333321412404,0.6172151882437211,48.92216544551658,-0.000718310360843577,-0.002968377335184099,0.004500133948681044,0.610321184202531,0.5744999915361404,0.5386787988697498,40.362809290241714,48.781019599915126,23.52638867089489,中性,BOLL中轨上方,-21151074.0,OBV资金确认,73.21979667507229,0.021428576537540982,0.05454540134461583,-0.10769230063850332,,-0.18309859036689846,66,趋势转强,连续2日站上20日线且成交额≥20日均值1.3倍,跌破关键均线或放量破位,79
8629.HK,2025-03-05,9.619999885559082,9.805999755859375,9.822999858856202,9.975999879837037,10.003666655222576,9.833445352666518,42.29374870313159,-0.0926873678005915,-0.06119771472876537,-0.06297930614365227,10.658422727180152,9.975999879837037,9.293577032493921,70.74679825853528,71.90392452987771,68.43254571585041,KDJ高位死叉,BOLL中轨下方,801500.0,OBV未确认,62.77137739810053,0.3242857115609303,-0.08206103952689014,-0.036072111542058916,,-0.10093457410820528,40,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,119
8637.HK,2024-12-27,0.949999988079071,0.9539999961853027,0.9509999990463258,0.943000003695488,0.9621666699647904,1.0609999989469847,50.74722933072488,0.0019942453376287084,-0.00035174361660136584,0.004691977908460148,0.9830525972726986,0.943000003695488,0.9029474101182774,21.868659494560635,29.100179764237573,7.405618955206762,KDJ低位观察,BOLL中轨上方,2209000.0,OBV未确认,75.32506171853797,0.04357142107827329,0.02150535566956502,-0.19491522855301036,,-0.3537415172860765,27,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,123
9606.HK,2025-10-10,294.79998779296875,320.59999389648436,333.5799957275391,384.24999847412107,361.77666625976565,296.8458329518636,36.77689707103694,-17.96903934571469,-7.228986581664195,-21.480105528100992,520.1718296344761,384.24999847412107,248.32816731376607,11.425697840155028,16.470127479982743,1.3368385604996007,KDJ低位观察,BOLL中轨下方,1182156.0,OBV未确认,25.97968859727405,30.828574044363847,-0.31916861941577657,-0.05086934320690617,,-0.4219608082490809,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,122
9609.HK,2026-05-12,6.230000019073486,6.28799991607666,6.078999996185303,6.568499994277954,7.932833353678386,8.980277794378775,39.251000975921826,-0.441459695519379,-0.513949903279554,0.14498041552035001,7.7541736680937685,6.568499994277954,5.38282632046214,50.40049443542226,40.09065147279931,71.02018036066815,中性,BOLL中轨下方,3900300.0,OBV未确认,13.98549683406246,0.3764285700661795,-0.15696885904867564,-0.29999996785367333,,-0.4876644656867035,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,108
9611.HK,2026-05-12,25.200000762939453,23.88000030517578,22.754000091552733,23.19300012588501,24.812333424886067,25.753055599000717,58.2592217064326,-0.05360462377733555,-0.5070062896175995,0.906803331680528,26.503520126421385,23.19300012588501,19.882480125348636,73.10902340686931,58.25908032213756,102.80890957633282,中性,BOLL中轨上方,-14414721.0,OBV资金确认,72.1849119389287,1.4471427372523726,0.061499621141425154,-0.11267601755539836,,-0.21495320994312184,54,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,72
9639.HK,2025-04-07,0.5099999904632568,0.4719999969005585,0.45449999868869784,0.44375,0.4349166676402092,0.44037499899665516,81.2777761684257,0.013657869426373204,0.005614847789506427,0.01608604327373355,0.491968248157746,0.44375,0.395531751842254,81.81887271607594,75.97932425836743,93.49796963149299,中性,BOLL上轨突破,-10807000.0,OBV资金确认,88.65536036505958,0.019642851182392684,0.22891566438103217,0.21428572949098146,,-0.17741937654695683,63,趋势延续,回踩20日线缩量企稳，或放量突破20日高点,放量跌破20日线，或从高点回撤≥15%,121
9660.HK,2025-04-22,5.289999961853027,5.613999938964843,5.542999935150147,6.260499954223633,6.78816667397817,5.401083326339721,37.66563003754267,-0.5212927739585753,-0.46401214095371085,-0.11456126600972893,8.099326554537916,6.260499954223633,4.42167335390935,41.56742768303506,43.321039512447776,38.06020402420964,中性,BOLL中轨下方,266358635.0,OBV未确认,44.45370646170437,0.6364285605294364,-0.2974767842685536,0.44141685337374637,,-0.4607543592684453,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,120
9678.HK,2025-12-24,400.6000061035156,413.9600036621094,418.52000122070314,488.6050003051758,522.4516667683919,567.7574999491374,32.44025446743814,-39.89253649256142,-31.8993514011578,-15.986370182807235,657.9008969308659,488.6050003051758,319.3091036794857,16.533154765929595,14.711261213838437,20.17694187011191,KDJ低位观察,BOLL中轨下方,2511731.0,OBV资金确认,62.85922758491016,32.29285539899554,-0.35903999023437505,-0.17605924301595022,,-0.5320093386641173,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,124
9680.HK,2025-01-06,12.699999809265137,13.520000076293945,13.872000026702882,14.674999952316284,16.006166585286458,19.956916602452598,28.69717702897745,-0.7569751359804435,-0.6300797157511303,-0.25379084045862643,17.01965551659657,14.674999952316284,12.330344388036,20.58598439612104,22.81410295424321,16.129747279876703,KDJ低位观察,BOLL中轨下方,793178.0,OBV未确认,2.1718477561433076,0.7128571101597376,-0.20625001192092896,-0.4174311810215655,,-0.6422535264995737,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,122
9879.HK,2024-09-17,7.539999961853027,7.311999893188476,7.480999994277954,7.281999969482422,7.244666687647501,6.5049166798591616,56.07762821290042,0.0429138634107753,0.05023075961154301,-0.014633792401535423,7.92954111817407,7.281999969482422,6.634458820790774,40.48735066623294,45.449522938903456,30.563006120891913,中性,BOLL中轨上方,10965505.0,OBV未确认,54.1710699049896,0.32571431568690706,0.0649717575005544,0.06647804508910005,,-0.09700603384572859,62,趋势转强,连续2日站上20日线且成交额≥20日均值1.3倍,跌破关键均线或放量破位,121
9881.HK,2025-12-05,12.199999809265137,12.645999908447266,12.757999992370605,12.683499956130982,11.418666648864747,10.98791667620341,48.994239716266065,0.3329397573838939,0.44526480286962533,-0.22465009097146282,13.382439870355453,12.683499956130982,11.98456004190651,30.50264275091929,39.44223803083576,12.623452191086344,中性,BOLL中轨下方,-6253930.0,OBV资金确认,55.05260189325497,0.4321428026471822,0.04273504343171486,0.14339266373300852,,-0.14084507231437082,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,125
9887.HK,2026-01-21,51.25,53.95,54.44499969482422,52.94549980163574,53.985999806722006,60.800083287556966,42.87216550387699,0.1449550041394474,0.23463710058226284,-0.17936419288563088,58.146655249029585,52.94549980163574,47.744344354241896,28.376344677437423,50.25868398099831,-15.388333929684364,中性,BOLL中轨下方,-7675539.0,OBV资金确认,47.30043140730156,2.4378574916294653,0.020916319145471318,-0.18261563993006025,,-0.3512658227848101,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,123
9903.HK,2026-05-12,520.0,555.1,514.7899993896484,463.5350006103516,333.2283330281576,291.16707313351515,61.654543384300645,62.722004935468874,58.6045931073336,8.23482365627055,614.939708552995,463.5350006103516,312.13029266770826,61.989496202581385,67.23689638381039,51.49469584012337,中性,BOLL中轨上方,16502695.0,OBV未确认,60.35833848447694,65.40714590890066,0.46726864829429204,2.147699816017055,,-0.12897822445561136,70,趋势延续,回踩20日线缩量企稳，或放量突破20日高点,放量跌破20日线，或从高点回撤≥15%,82
9927.HK,2026-05-04,75.3499984741211,77.64000091552734,79.08000030517579,79.7375,88.26416676839193,99.45630248254086,33.1654803756837,-2.677346647531593,-2.658480215643133,-0.03773286377691942,83.17136671588531,79.7375,76.30363328411468,10.132201606105292,18.877326550375926,-7.358048282435973,KDJ低位观察,BOLL下轨弱势/反弹观察,-18391378.0,OBV未确认,35.81819933938485,2.4928572518484935,-0.06571609363277142,-0.2299437951033867,,-0.426996209322273,27,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,119
9973.HK,2026-03-24,27.899999618530277,28.15999984741211,27.345999908447265,26.689999866485596,28.429333305358888,29.94133334159851,53.44721553659112,0.0014818318219660398,-0.34619641260631795,0.695356488856568,29.527062670005055,26.689999866485596,23.852937062966138,58.962188514962236,64.41527907659497,48.05600739169677,中性,BOLL中轨上方,-41285265.0,OBV资金确认,54.26182969433606,1.402857235499791,-0.016913303609250696,-0.0737052177572125,,-0.15709967055304808,66,趋势转强,连续2日站上20日线且成交额≥20日均值1.3倍,跌破关键均线或放量破位,120
9980.HK,2026-05-12,167.0,168.44000244140625,165.50692596435547,162.40730819702148,170.8255121866862,173.03112888336182,54.00695195837996,0.6663285534667978,-0.7238797158909586,2.780416538715513,173.01940498153635,162.40730819702148,151.7952114125066,61.47646246513901,59.277971527936046,65.87344433954493,中性,BOLL中轨上方,-2482755.0,OBV资金确认,52.531297037959526,7.985714503696987,0.08550005797195737,-0.19113261486151856,,-0.21283536183209728,66,趋势转强,连续2日站上20日线且成交额≥20日均值1.3倍,跌破关键均线或放量破位,64
9981.HK,2026-05-12,16.239999771118164,16.268000030517577,16.29699993133545,18.02199993133545,19.08446431159973,19.08446431159973,37.43837075645806,-0.9182088198795242,-0.7735885077944508,-0.28924062417014684,22.00898715954207,18.02199993133545,14.03501270312883,38.68577580245553,27.44959335329815,61.15814070077028,中性,BOLL中轨下方,15514968.0,OBV未确认,33.96050839282836,0.880714416503906,-0.15854920139408413,,,-0.26648598830986514,38,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,56
